gene_id	saluki_mouse_prior
ENSMUSG00000000827	2.46427850528153
ENSMUSG00000000838	1.48480149181088
ENSMUSG00000000861	-2.80881593193191
ENSMUSG00000000876	4.72860802746152
ENSMUSG00000000881	-2.7388687680977
ENSMUSG00000000884	-1.84859154716446
ENSMUSG00000000901	-2.12208140531838
ENSMUSG00000000902	2.43551695145218
ENSMUSG00000000915	0.678119820176688
ENSMUSG00000000916	-1.6005612090694
ENSMUSG00000000934	2.63140556248623
ENSMUSG00000000938	-4.84358872931915
ENSMUSG00000000942	-5.53209081397392
ENSMUSG00000000957	1.47190817725408
ENSMUSG00000000958	2.41744116876097
ENSMUSG00000000959	2.08126138325124
ENSMUSG00000000976	-0.997343677605545
ENSMUSG00000000982	3.79132557992032
ENSMUSG00000001014	1.03520802757604
ENSMUSG00000001016	2.7985843968445
ENSMUSG00000001017	-1.24232481871233
ENSMUSG00000001018	1.23395469755417
ENSMUSG00000001020	7.02738599619983
ENSMUSG00000001021	1.91349781140542
ENSMUSG00000001023	5.77314649543752
ENSMUSG00000001025	8.10416785522701
ENSMUSG00000001029	-1.9412925839769
ENSMUSG00000001034	-4.18856336040234
ENSMUSG00000001036	-2.87415607608189
ENSMUSG00000001039	4.90237258437467
ENSMUSG00000001052	-5.06515644795872
ENSMUSG00000001053	-6.3642060954015
ENSMUSG00000001054	-2.22340189693153
ENSMUSG00000001056	2.95939317318737
ENSMUSG00000001062	-1.02979857203637
ENSMUSG00000001065	-2.11703094543263
ENSMUSG00000001082	5.75479135181946
ENSMUSG00000001089	-4.4102814465044
ENSMUSG00000001098	-1.14885248567519
ENSMUSG00000001100	1.67379029694199
ENSMUSG00000001105	1.7226547781392
ENSMUSG00000001119	7.67236867350493
ENSMUSG00000001120	0.0931090600476069
ENSMUSG00000001123	8.94991331633816
ENSMUSG00000001127	3.45119344056901
ENSMUSG00000001128	3.9800127990647
ENSMUSG00000001131	3.7054406097782
ENSMUSG00000001134	5.86726081410567
ENSMUSG00000001138	-2.72581019147622
ENSMUSG00000001143	2.97870998608983
ENSMUSG00000001150	0.596291782691495
ENSMUSG00000001151	-1.22184266153628
ENSMUSG00000001155	-0.421234034400531
ENSMUSG00000001156	-2.84879774670983
ENSMUSG00000001157	3.32804621468019
ENSMUSG00000001158	1.94648908470691
ENSMUSG00000001166	0.762140942549663
ENSMUSG00000001173	3.79557357745498
ENSMUSG00000001175	4.9145287227095
ENSMUSG00000001211	4.68825462359695
ENSMUSG00000001227	-0.892495408353084
ENSMUSG00000001228	1.32655973757099
ENSMUSG00000001229	4.44166896782778
ENSMUSG00000001240	4.05061094579968
ENSMUSG00000001247	-0.135360781841536
ENSMUSG00000001248	-2.8996069097045
ENSMUSG00000001249	-2.27885645827375
ENSMUSG00000001270	4.3671145999906
ENSMUSG00000001280	-3.32724333593304
ENSMUSG00000001281	5.05027142597401
ENSMUSG00000001285	-0.320661225473925
ENSMUSG00000001288	-0.126645890755879
ENSMUSG00000001289	6.17382228709758
ENSMUSG00000001300	-8.02129665793764
ENSMUSG00000001305	-1.50785004843424
ENSMUSG00000001313	4.15338925224473
ENSMUSG00000001323	2.65536656548999
ENSMUSG00000001333	-1.86925029010234
ENSMUSG00000001334	-2.57871718279501
ENSMUSG00000001348	4.86928253016706
ENSMUSG00000001349	5.5654224117321
ENSMUSG00000001366	-0.981476645799515
ENSMUSG00000001376	1.64150978129461
ENSMUSG00000001380	3.12704644562439
ENSMUSG00000001383	3.64867621787247
ENSMUSG00000001403	0.777924314259654
ENSMUSG00000001415	1.29367615196234
ENSMUSG00000001416	3.4107876578113
ENSMUSG00000001418	6.81458815969485
ENSMUSG00000001419	-3.31265067475275
ENSMUSG00000001420	-2.39484489916447
ENSMUSG00000001424	7.48458487082901
ENSMUSG00000001435	4.04301652416388
ENSMUSG00000001436	-2.10487634102653
ENSMUSG00000001440	2.04858268610558
ENSMUSG00000001441	1.10784251014503
ENSMUSG00000001444	-2.3755908685024
ENSMUSG00000001445	1.70686732927086
ENSMUSG00000001467	-0.599444916338782
ENSMUSG00000001472	2.43772337774349
ENSMUSG00000001473	-0.68281011043357
ENSMUSG00000001482	2.55348186299901
ENSMUSG00000001493	-4.04693945603515
ENSMUSG00000001494	1.29107151413067
ENSMUSG00000001496	9.23650657835146
ENSMUSG00000001497	-3.07426538197092
ENSMUSG00000001504	-7.1614511263829
ENSMUSG00000001506	8.0836181582223
ENSMUSG00000001507	2.21122402754306
ENSMUSG00000001510	-8.1031202928906
ENSMUSG00000001517	-0.107260120657552
ENSMUSG00000001518	-1.46995436133254
ENSMUSG00000001520	0.904182654723495
ENSMUSG00000001521	-0.925543532202383
ENSMUSG00000001524	1.96338332810065
ENSMUSG00000001525	2.02012203494157
ENSMUSG00000001542	-4.17422330561947
ENSMUSG00000001552	3.44840288758877
ENSMUSG00000001555	4.97225438075648
ENSMUSG00000001558	-7.48449740850152
ENSMUSG00000001569	-3.45089663794985
ENSMUSG00000001576	5.12578562704579
ENSMUSG00000001583	-0.347160378174599
ENSMUSG00000001588	4.97542743207778
ENSMUSG00000001604	3.20773913192167
ENSMUSG00000001622	2.55564851012721
ENSMUSG00000001627	-7.94231108328608
ENSMUSG00000001630	-5.09606671345172
ENSMUSG00000001632	-6.13993411540916
ENSMUSG00000001642	6.88614693818598
ENSMUSG00000001655	-2.85303251553958
ENSMUSG00000001656	-8.56884220366384
ENSMUSG00000001657	-0.469543293475724
ENSMUSG00000001661	-2.0414790106622
ENSMUSG00000001663	7.47335161742101
ENSMUSG00000001665	3.51837221664461
ENSMUSG00000001666	6.43449621202133
ENSMUSG00000001672	0.228375469085849
ENSMUSG00000001674	0.494778928985366
ENSMUSG00000001687	-1.71877555704704
ENSMUSG00000001700	-3.45223876894958
ENSMUSG00000001707	-2.42108670604125
ENSMUSG00000001729	4.22986128405852
ENSMUSG00000001739	1.40895011316025
ENSMUSG00000001741	-1.28671868805628
ENSMUSG00000001750	0.202762130787657
ENSMUSG00000001751	4.88341184188979
ENSMUSG00000001755	0.572556713798973
ENSMUSG00000001761	2.4758902331449
ENSMUSG00000001763	0.572854488241729
ENSMUSG00000001767	0.480171353310088
ENSMUSG00000001768	-5.93925405325432
ENSMUSG00000001774	-0.278990157603905
ENSMUSG00000001783	2.67434585118631
ENSMUSG00000001785	-0.285757018282638
ENSMUSG00000001786	-1.64742538450937
ENSMUSG00000001794	7.83355130896099
ENSMUSG00000001802	0.563234811440364
ENSMUSG00000001815	3.94734494417417
ENSMUSG00000001819	-1.56089927115228
ENSMUSG00000001823	1.8188945627412
ENSMUSG00000001827	4.67575445516096
ENSMUSG00000001829	6.65157627711663
ENSMUSG00000001833	2.31186009419606
ENSMUSG00000001844	4.52212182709915
ENSMUSG00000001847	2.44754485250382
ENSMUSG00000001855	-0.0137685293578406
ENSMUSG00000001864	3.12989721160482
ENSMUSG00000001870	2.10942646052124
ENSMUSG00000001891	4.28889602206334
ENSMUSG00000001901	0.124497095662621
ENSMUSG00000001909	1.33252543108578
ENSMUSG00000001910	-0.169361915501145
ENSMUSG00000001911	1.79128616766103
ENSMUSG00000001918	1.21096670238799
ENSMUSG00000001924	7.27906572056356
ENSMUSG00000001930	3.26377398373817
ENSMUSG00000001942	4.95453696355153
ENSMUSG00000001943	5.16188645317013
ENSMUSG00000001946	-4.9861448343187
ENSMUSG00000001948	5.67976644242396
ENSMUSG00000001962	1.82246351092009
ENSMUSG00000001964	3.24919468241955
ENSMUSG00000001983	-3.47890872761445
ENSMUSG00000001986	4.97972199832684
ENSMUSG00000001988	-1.18238404796277
ENSMUSG00000001995	-3.9096699665872
ENSMUSG00000001998	0.490076002745636
ENSMUSG00000001999	3.18622955478539
ENSMUSG00000002006	2.06126252355305
ENSMUSG00000002007	-1.49173892483528
ENSMUSG00000002010	5.95516404890308
ENSMUSG00000002012	2.41210669600065
ENSMUSG00000002014	5.75514485787629
ENSMUSG00000002015	5.61470937788027
ENSMUSG00000002017	-1.41062477737044
ENSMUSG00000002020	1.46004274064449
ENSMUSG00000002028	-1.91594951567855
ENSMUSG00000002031	3.36533777116835
ENSMUSG00000002032	5.00660089906237
ENSMUSG00000002043	7.27989708960979
ENSMUSG00000002052	1.84086649151991
ENSMUSG00000002055	-0.670184525876386
ENSMUSG00000002058	1.76044616125811
ENSMUSG00000002059	1.68609357472604
ENSMUSG00000002064	0.89508667263165
ENSMUSG00000002068	-3.27151355839482
ENSMUSG00000002076	6.05576223519419
ENSMUSG00000002083	-6.85813178130276
ENSMUSG00000002100	1.40556536019917
ENSMUSG00000002102	3.12315304412121
ENSMUSG00000002103	1.72102658327349
ENSMUSG00000002104	1.17152759108276
ENSMUSG00000002105	0.813703212510288
ENSMUSG00000002107	0.693432549156989
ENSMUSG00000002108	0.379634626528062
ENSMUSG00000002109	4.19554093949591
ENSMUSG00000002129	-0.791713916263949
ENSMUSG00000002147	1.96596965446399
ENSMUSG00000002190	4.28721760786582
ENSMUSG00000002204	5.28064923473835
ENSMUSG00000002205	0.907072842066783
ENSMUSG00000002210	0.0290937304159765
ENSMUSG00000002221	-1.55829859440269
ENSMUSG00000002222	-0.537957796544542
ENSMUSG00000002227	4.34578730698944
ENSMUSG00000002228	3.46672810945592
ENSMUSG00000002233	2.96128766202902
ENSMUSG00000002249	-2.67547020776597
ENSMUSG00000002250	-2.65688428246578
ENSMUSG00000002257	-1.18451634067103
ENSMUSG00000002265	2.31529387129447
ENSMUSG00000002266	-1.62260944687761
ENSMUSG00000002274	5.61681580669304
ENSMUSG00000002279	3.66925555563439
ENSMUSG00000002280	-0.490428017553779
ENSMUSG00000002289	-8.23052874768684
ENSMUSG00000002297	-3.84260822087855
ENSMUSG00000002307	-4.61823366404007
ENSMUSG00000002308	2.61907545669276
ENSMUSG00000002319	4.11368527858655
ENSMUSG00000002320	2.50954630806247
ENSMUSG00000002324	-0.310202165789971
ENSMUSG00000002325	-2.09880617230077
ENSMUSG00000002326	1.3304674573412
ENSMUSG00000002329	1.16924340878564
ENSMUSG00000002332	6.35705060462178
ENSMUSG00000002342	2.7688035750812
ENSMUSG00000002343	-1.57622678169887
ENSMUSG00000002345	4.49425747085357
ENSMUSG00000002346	4.07105450398045
ENSMUSG00000002365	0.626707189546829
ENSMUSG00000002372	-2.57591563846535
ENSMUSG00000002379	8.46539276186677
ENSMUSG00000002384	4.8821041107335
ENSMUSG00000002393	-0.466930672636992
ENSMUSG00000002395	4.79327128561618
ENSMUSG00000002396	2.06103621614111
ENSMUSG00000002409	-1.83861867284415
ENSMUSG00000002413	-1.99602468732628
ENSMUSG00000002416	5.69369921760927
ENSMUSG00000002428	0.030585263823122
ENSMUSG00000002455	1.22624032100275
ENSMUSG00000002458	-0.659883819842125
ENSMUSG00000002459	-2.28010744387545
ENSMUSG00000002475	3.04724605268813
ENSMUSG00000002477	0.781378687537227
ENSMUSG00000002486	-1.00414491159341
ENSMUSG00000002489	-0.215808103749227
ENSMUSG00000002496	5.7239808366263
ENSMUSG00000002500	5.68528969727864
ENSMUSG00000002504	4.13962616186226
ENSMUSG00000002524	-1.44452445107209
ENSMUSG00000002546	-0.946421415208951
ENSMUSG00000002550	-0.884122949222451
ENSMUSG00000002565	1.05233660583007
ENSMUSG00000002578	-2.15896454713114
ENSMUSG00000002580	7.36400209271854
ENSMUSG00000002602	3.9535068478032
ENSMUSG00000002603	-0.911684627819858
ENSMUSG00000002608	-0.234667517165134
ENSMUSG00000002617	-4.84858690218671
ENSMUSG00000002625	1.59557062637615
ENSMUSG00000002635	-1.76811883645244
ENSMUSG00000002658	-0.478731244736791
ENSMUSG00000002660	1.922973718309
ENSMUSG00000002661	1.28724272065826
ENSMUSG00000002668	-1.33653222322258
ENSMUSG00000002679	-2.83709453911863
ENSMUSG00000002688	0.454040821914688
ENSMUSG00000002718	1.08762738739276
ENSMUSG00000002728	-3.41095044357664
ENSMUSG00000002731	2.68126395432448
ENSMUSG00000002732	4.17017096302486
ENSMUSG00000002733	-0.422530381582162
ENSMUSG00000002741	1.78342209959304
ENSMUSG00000002748	-2.31827195949654
ENSMUSG00000002763	3.50350639073259
ENSMUSG00000002767	2.03898991207305
ENSMUSG00000002768	3.6745558364144
ENSMUSG00000002769	3.60605382784848
ENSMUSG00000002771	2.47416421686446
ENSMUSG00000002778	4.4925868737459
ENSMUSG00000002781	4.22561455826387
ENSMUSG00000002797	0.312806718897202
ENSMUSG00000002799	-3.43176696183064
ENSMUSG00000002803	-3.05468257277487
ENSMUSG00000002804	3.18342946054522
ENSMUSG00000002808	4.37932929196227
ENSMUSG00000002812	5.87926249707753
ENSMUSG00000002814	-6.10301098178042
ENSMUSG00000002820	-1.93149460121628
ENSMUSG00000002825	-0.264752950023969
ENSMUSG00000002831	2.51215695555363
ENSMUSG00000002833	1.31997728812578
ENSMUSG00000002835	-3.13066631590773
ENSMUSG00000002844	2.61030618651836
ENSMUSG00000002845	-3.02066136380188
ENSMUSG00000002846	2.34012220273931
ENSMUSG00000002847	5.59211868441827
ENSMUSG00000002870	2.0654260282874
ENSMUSG00000002871	-1.59964469378238
ENSMUSG00000002881	0.810645835066245
ENSMUSG00000002885	1.16357218790054
ENSMUSG00000002897	-5.80469878018512
ENSMUSG00000002900	4.75612864702504
ENSMUSG00000002908	-1.54494352043915
ENSMUSG00000002910	-0.821877292107605
ENSMUSG00000002944	2.38498807149501
ENSMUSG00000002948	-3.85614576328498
ENSMUSG00000002949	-1.00407434825657
ENSMUSG00000002957	5.03183372890807
ENSMUSG00000002963	-0.328276847111096
ENSMUSG00000002968	3.14438177437102
ENSMUSG00000002980	6.80948593147953
ENSMUSG00000002981	4.58488161077104
ENSMUSG00000002983	-3.42366030806336
ENSMUSG00000002984	2.68993282150228
ENSMUSG00000002985	1.93710705868737
ENSMUSG00000002992	2.77128903900089
ENSMUSG00000002996	-4.14070464817148
ENSMUSG00000002997	1.78694662575698
ENSMUSG00000003031	-5.51633748141576
ENSMUSG00000003032	-7.44540119778987
ENSMUSG00000003033	2.52371718864617
ENSMUSG00000003037	1.25348423690933
ENSMUSG00000003038	4.06387034572615
ENSMUSG00000003039	0.428200217053542
ENSMUSG00000003051	-5.58634336261836
ENSMUSG00000003062	3.57778815461867
ENSMUSG00000003068	-0.165214919241201
ENSMUSG00000003070	-2.96317353966255
ENSMUSG00000003072	6.52210882005181
ENSMUSG00000003099	2.23691968940173
ENSMUSG00000003119	-4.65347513371893
ENSMUSG00000003123	-2.34269166976144
ENSMUSG00000003131	-2.6740431764955
ENSMUSG00000003134	1.87069459083855
ENSMUSG00000003135	-2.69639675645695
ENSMUSG00000003153	2.81251891419536
ENSMUSG00000003154	-3.83061634085447
ENSMUSG00000003161	5.49734718440968
ENSMUSG00000003166	-0.39995079538544
ENSMUSG00000003184	-2.10078044886607
ENSMUSG00000003190	0.778537984967896
ENSMUSG00000003198	-7.30438182506473
ENSMUSG00000003199	6.58004006410096
ENSMUSG00000003200	-0.864132515534441
ENSMUSG00000003206	2.18582953860647
ENSMUSG00000003208	-5.08774385874334
ENSMUSG00000003226	-2.23969261886668
ENSMUSG00000003228	0.483070201647648
ENSMUSG00000003233	-0.439899888245434
ENSMUSG00000003234	-0.512346011740675
ENSMUSG00000003235	4.91780432123875
ENSMUSG00000003269	-2.64800999479701
ENSMUSG00000003271	0.179532424614805
ENSMUSG00000003273	2.42185966368775
ENSMUSG00000003279	-1.89420089667214
ENSMUSG00000003282	-1.20533972752779
ENSMUSG00000003283	5.71231242204687
ENSMUSG00000003299	4.67549294360549
ENSMUSG00000003308	-1.58051792651637
ENSMUSG00000003309	5.16873669829782
ENSMUSG00000003316	4.42964196100263
ENSMUSG00000003341	-2.29021355730602
ENSMUSG00000003344	3.90631237033043
ENSMUSG00000003345	2.17690776888225
ENSMUSG00000003346	0.973344015934497
ENSMUSG00000003348	-3.03952605060243
ENSMUSG00000003352	3.52635844402623
ENSMUSG00000003354	-0.662502702542474
ENSMUSG00000003355	2.79261958644547
ENSMUSG00000003360	1.936781981737
ENSMUSG00000003363	8.04031643111385
ENSMUSG00000003378	5.46605587099869
ENSMUSG00000003380	6.46586742642768
ENSMUSG00000003382	-7.88882820258896
ENSMUSG00000003402	5.31334842573577
ENSMUSG00000003410	1.41197714614481
ENSMUSG00000003411	4.63425644417132
ENSMUSG00000003418	-2.45798715531632
ENSMUSG00000003420	7.18057278731126
ENSMUSG00000003421	1.56663705324913
ENSMUSG00000003423	4.52518694838324
ENSMUSG00000003429	6.81408001431699
ENSMUSG00000003435	2.21810532376135
ENSMUSG00000003436	1.54428667680977
ENSMUSG00000003437	-0.86129029184722
ENSMUSG00000003438	2.253384199014
ENSMUSG00000003444	-1.5400285232776
ENSMUSG00000003452	-3.73469041751337
ENSMUSG00000003458	4.24181862380734
ENSMUSG00000003464	3.05285138666245
ENSMUSG00000003469	-2.20239859817284
ENSMUSG00000003476	-2.12161851623575
ENSMUSG00000003484	7.39931085332165
ENSMUSG00000003500	3.53222486010041
ENSMUSG00000003518	-1.15725637580032
ENSMUSG00000003526	1.45221885100521
ENSMUSG00000003527	-4.06946302820468
ENSMUSG00000003528	6.16153731208416
ENSMUSG00000003531	5.62592449858975
ENSMUSG00000003534	-0.445355024384924
ENSMUSG00000003541	-10.510544388237
ENSMUSG00000003545	-6.01526841997658
ENSMUSG00000003546	3.33835258632145
ENSMUSG00000003549	2.22113611330825
ENSMUSG00000003559	2.13650949161167
ENSMUSG00000003573	1.62712612450278
ENSMUSG00000003575	-0.581373944236827
ENSMUSG00000003581	0.817349131512484
ENSMUSG00000003585	3.2664027109341
ENSMUSG00000003604	2.75833438743825
ENSMUSG00000003617	5.62841892928423
ENSMUSG00000003623	1.47824162905417
ENSMUSG00000003644	3.01761651978649
ENSMUSG00000003657	3.96273652789071
ENSMUSG00000003660	4.77755655867979
ENSMUSG00000003662	0.218057690385498
ENSMUSG00000003665	-8.92781549150748
ENSMUSG00000003680	1.13046833590275
ENSMUSG00000003721	1.30422167689491
ENSMUSG00000003731	0.496439214660019
ENSMUSG00000003746	1.56997757987132
ENSMUSG00000003752	-5.92374774036049
ENSMUSG00000003762	6.05591834655997
ENSMUSG00000003778	-3.82654167308089
ENSMUSG00000003779	1.58464183308052
ENSMUSG00000003808	1.78490006675154
ENSMUSG00000003809	3.98058324489282
ENSMUSG00000003810	0.54764404415813
ENSMUSG00000003812	0.991141235148107
ENSMUSG00000003813	3.73588588112116
ENSMUSG00000003814	7.79347684235671
ENSMUSG00000003824	4.31257107304036
ENSMUSG00000003847	-1.3457096258969
ENSMUSG00000003848	-3.28112811204199
ENSMUSG00000003849	4.54026870347096
ENSMUSG00000003863	0.281834744691197
ENSMUSG00000003865	3.09164817577981
ENSMUSG00000003868	2.57936444040615
ENSMUSG00000003872	1.31956483719625
ENSMUSG00000003873	2.91298814437308
ENSMUSG00000003923	-2.77448497040086
ENSMUSG00000003929	-6.76456345131467
ENSMUSG00000003934	-1.55912081489048
ENSMUSG00000003948	2.21292823030081
ENSMUSG00000003949	0.741807236977085
ENSMUSG00000003955	5.05777027666235
ENSMUSG00000003970	5.91442952897381
ENSMUSG00000003992	-0.0702500254548243
ENSMUSG00000004018	1.31159063919649
ENSMUSG00000004032	8.05426087776774
ENSMUSG00000004035	5.27469709715574
ENSMUSG00000004038	0.123120548885683
ENSMUSG00000004040	-0.130384244160718
ENSMUSG00000004043	0.936482573855302
ENSMUSG00000004044	4.08508728264481
ENSMUSG00000004054	-6.36276529921902
ENSMUSG00000004056	1.74082891671302
ENSMUSG00000004069	0.269274853457757
ENSMUSG00000004070	-1.04259734612378
ENSMUSG00000004071	-1.52474570487972
ENSMUSG00000004085	-2.39970746321978
ENSMUSG00000004096	2.8587596494883
ENSMUSG00000004098	2.08555525295408
ENSMUSG00000004099	1.72448662075971
ENSMUSG00000004100	-7.05225308733322
ENSMUSG00000004105	1.50086715780044
ENSMUSG00000004113	3.6613799811721
ENSMUSG00000004127	-1.04542320935674
ENSMUSG00000004151	-1.51878568976252
ENSMUSG00000004187	4.35667467830721
ENSMUSG00000004207	7.75608718591061
ENSMUSG00000004221	0.0874942708582251
ENSMUSG00000004231	2.74782007974869
ENSMUSG00000004233	-0.918943924133579
ENSMUSG00000004263	0.7131323727037
ENSMUSG00000004264	2.9708239410932
ENSMUSG00000004266	2.24683046599463
ENSMUSG00000004267	0.399862127759038
ENSMUSG00000004268	1.2315514234242
ENSMUSG00000004270	6.25052807660215
ENSMUSG00000004285	4.4216777090317
ENSMUSG00000004317	-0.845480591099044
ENSMUSG00000004319	-2.35482094152301
ENSMUSG00000004341	3.35518173715854
ENSMUSG00000004347	1.09549393192676
ENSMUSG00000004356	0.65708105526194
ENSMUSG00000004359	-6.46039928033054
ENSMUSG00000004360	-2.41892975408281
ENSMUSG00000004364	-1.69870606811192
ENSMUSG00000004366	3.95525073791041
ENSMUSG00000004371	-2.27112936911844
ENSMUSG00000004383	-2.58427267276188
ENSMUSG00000004393	-0.792250765232247
ENSMUSG00000004394	2.80060908075813
ENSMUSG00000004446	-3.09663897118236
ENSMUSG00000004451	1.14394357809796
ENSMUSG00000004455	-1.90620421537943
ENSMUSG00000004460	4.38941259637187
ENSMUSG00000004462	-3.40241033845928
ENSMUSG00000004473	2.75689826774219
ENSMUSG00000004500	-5.57118184920261
ENSMUSG00000004508	-3.40456792319997
ENSMUSG00000004530	1.32796796048368
ENSMUSG00000004535	1.47342512410118
ENSMUSG00000004552	1.81379554301613
ENSMUSG00000004558	3.57795332727121
ENSMUSG00000004561	-2.63263211384664
ENSMUSG00000004562	-0.188969564955465
ENSMUSG00000004565	2.52353299596154
ENSMUSG00000004567	4.82642365579878
ENSMUSG00000004568	-3.52253177886805
ENSMUSG00000004591	-1.70505185747777
ENSMUSG00000004609	1.3353349642417
ENSMUSG00000004610	6.33691589881245
ENSMUSG00000004612	6.45193490912045
ENSMUSG00000004626	5.67649113570423
ENSMUSG00000004630	2.24006959850253
ENSMUSG00000004631	-1.05223153295991
ENSMUSG00000004633	1.19442028567896
ENSMUSG00000004637	5.1859518109797
ENSMUSG00000004642	-3.8556805604399
ENSMUSG00000004651	-4.44673260844536
ENSMUSG00000004655	4.86522781443716
ENSMUSG00000004661	-3.66464921565593
ENSMUSG00000004665	3.79790152194798
ENSMUSG00000004667	2.6940374632739
ENSMUSG00000004677	-0.911660427209228
ENSMUSG00000004698	-0.188930541113968
ENSMUSG00000004707	4.40210058770128
ENSMUSG00000004748	1.40473188821021
ENSMUSG00000004768	-5.29501220049353
ENSMUSG00000004771	3.25251053170346
ENSMUSG00000004788	-1.3892669863564
ENSMUSG00000004789	1.52140217474118
ENSMUSG00000004791	-6.31526967394538
ENSMUSG00000004798	1.15616444295955
ENSMUSG00000004815	-2.16859905379215
ENSMUSG00000004837	6.13211471870853
ENSMUSG00000004843	1.14379134759331
ENSMUSG00000004846	4.05371252703862
ENSMUSG00000004849	5.94238316269902
